sequence_id,step,stage_label,stage_name,requests_per_ip_10s,requests_per_ip_60s,endpoint_entropy,latency_spike,error_rate,request_variance
3,6,0,NORMAL,2.895185,5.841559,2.748748,0.000000,0.014565,1.226125
3,7,0,NORMAL,1.440428,9.395241,2.719521,0.085134,0.020995,0.474170
3,8,0,NORMAL,2.344645,10.004978,3.155814,0.144891,0.036289,0.208955
3,9,1,RECON,7.671569,17.043280,5.323057,0.255746,0.079101,2.105189
3,10,1,RECON,8.129436,16.191148,3.447102,0.255144,0.059047,0.747393
3,11,1,RECON,3.922457,23.739063,2.284592,0.221343,0.016271,1.339016
3,12,1,RECON,4.641547,16.733112,4.072652,0.320339,0.029829,2.565480
3,13,1,RECON,5.770076,20.782667,4.437134,0.503507,0.048258,1.754333
3,14,1,RECON,2.935475,11.777641,3.488962,0.292932,0.056686,2.040914
3,15,1,RECON,6.800369,21.697063,4.072281,0.234708,0.060969,2.150379
3,16,1,RECON,4.864039,19.310179,3.480244,0.318984,0.020904,3.068949
3,17,1,RECON,4.494965,19.817272,2.272062,0.184365,0.044124,1.142294
3,18,1,RECON,8.994593,12.116926,3.530029,0.323545,0.082222,1.022101
3,19,1,RECON,8.642598,9.741204,3.175145,0.257639,0.039588,2.650081
3,20,1,RECON,1.450076,20.577052,3.737969,0.427445,0.037448,1.490708
3,21,2,ESCALATION,18.814632,56.721490,1.788642,0.580705,0.058628,8.705828
3,22,3,SURGE,64.463221,167.736044,0.986946,0.971382,0.262082,35.088186
3,23,3,SURGE,55.593476,201.284307,1.607565,0.838033,0.273557,35.732381
3,24,4,SUSTAINED,90.901141,268.782418,0.476166,1.030547,0.401973,52.568384
3,25,4,SUSTAINED,77.516128,291.413312,1.143023,0.894331,0.323182,58.147044
3,26,4,SUSTAINED,85.593574,361.580549,1.251588,0.933134,0.294320,58.691541
3,27,4,SUSTAINED,69.833743,248.079852,1.249317,0.930477,0.373913,53.954964
3,28,4,SUSTAINED,71.170074,317.617775,1.295820,0.906548,0.307096,62.275113
3,29,4,SUSTAINED,66.464299,299.473115,0.929273,0.932883,0.296736,44.766087
3,30,4,SUSTAINED,83.856535,284.318439,0.430577,0.989242,0.310895,50.716751
3,31,3,SURGE,68.358079,213.974025,2.453041,0.942019,0.269385,38.664577
3,32,3,SURGE,66.250852,250.069000,1.291471,0.856459,0.226045,46.326414
3,33,2,ESCALATION,12.705798,43.628394,2.988446,0.463136,0.138082,1.244668
3,34,1,RECON,3.435167,6.398220,3.429089,0.208484,0.045978,2.890373
3,35,0,NORMAL,0.969186,7.829136,4.024587,0.051202,0.010894,0.667565
3,36,0,NORMAL,2.647485,7.959060,3.850832,0.048246,0.019879,0.436793
3,37,0,NORMAL,0.436522,10.057247,3.324524,0.048886,0.019038,0.838406
4,0,1,RECON,7.922358,19.412935,4.813854,0.185984,0.027609,2.358251
4,1,1,RECON,6.097478,17.061645,4.422515,0.315812,0.065555,2.645607
4,2,1,RECON,0.505463,23.008727,5.150180,0.197938,0.012803,2.079228
4,3,2,ESCALATION,23.987973,57.744464,2.576970,0.366030,0.100458,7.102206
4,4,2,ESCALATION,25.243778,76.777526,3.481629,0.361872,0.134201,9.918879
4,5,2,ESCALATION,21.248326,59.530567,3.244009,0.595536,0.113632,2.649167
4,6,0,NORMAL,1.443808,4.160477,4.340908,0.186450,0.033592,0.576564
4,7,0,NORMAL,2.012053,8.608392,2.953264,0.119850,0.020604,0.109204
4,8,0,NORMAL,1.920270,13.392683,3.947107,0.100572,0.022488,0.513264
4,9,0,NORMAL,0.917573,7.546844,3.126951,0.037484,0.025112,0.617379
4,10,1,RECON,4.754631,22.978507,5.047379,0.402584,0.050778,1.323964
4,11,1,RECON,5.689210,19.896400,5.229865,0.409998,0.047355,1.004635
4,12,1,RECON,5.434462,16.989584,3.737685,0.325288,0.039921,1.497547
4,13,2,ESCALATION,12.990037,53.661566,2.963922,0.329086,0.080750,12.313331
4,14,3,SURGE,63.181895,153.516819,0.653338,0.713815,0.251455,40.247338
4,15,3,SURGE,72.141898,93.086623,1.658374,1.056144,0.193611,36.961548
4,16,4,SUSTAINED,72.845232,290.212140,1.628246,1.041869,0.286562,66.430361
4,17,4,SUSTAINED,94.029528,297.201041,1.239317,0.968274,0.427154,60.107713
4,18,4,SUSTAINED,87.751983,289.145024,1.053075,0.995430,0.301243,56.671455
4,19,3,SURGE,63.365831,216.998636,0.725213,0.966657,0.200899,28.461607
4,20,4,SUSTAINED,80.671848,279.194815,1.449310,0.882891,0.283722,51.490755
4,21,4,SUSTAINED,82.230914,269.763212,1.417285,0.953150,0.224322,43.248451
4,22,4,SUSTAINED,78.232261,296.897397,1.191605,0.961278,0.337906,48.333371
4,23,4,SUSTAINED,71.253409,308.667500,1.573484,0.928433,0.199932,44.776043
4,24,4,SUSTAINED,75.538169,287.748341,1.211574,0.934413,0.341974,50.943896
4,25,4,SUSTAINED,83.831004,253.930738,1.316908,0.955128,0.294102,64.529657
4,26,4,SUSTAINED,96.482385,293.237057,0.816895,0.953496,0.256950,50.489465
4,27,4,SUSTAINED,84.444657,281.334969,1.496222,1.007875,0.357452,58.176480
4,28,3,SURGE,41.192016,187.283738,1.153198,0.911923,0.221428,38.670737
4,29,3,SURGE,58.302802,216.551693,1.407092,0.907571,0.250301,43.586593
4,30,3,SURGE,76.473940,212.384803,1.735819,0.784914,0.245606,47.522316
4,31,2,ESCALATION,16.058049,63.295909,3.094460,0.680046,0.111574,6.932905
4,32,2,ESCALATION,0.347028,55.743286,0.610952,0.241480,0.118071,9.432588
4,33,2,ESCALATION,11.439490,70.558115,2.509582,0.836438,0.099923,9.224109
4,34,2,ESCALATION,15.655136,34.964840,2.734164,0.494658,0.045410,7.232504
4,35,1,RECON,6.848716,18.173059,3.973763,0.289382,0.054462,2.493451
4,36,1,RECON,2.916825,23.523396,3.870131,0.158316,0.058876,2.370696
4,37,1,RECON,5.458963,21.677915,4.499509,0.363198,0.021915,2.264832
4,38,2,ESCALATION,18.021562,45.460704,2.510326,0.630583,0.159171,13.383110
4,39,3,SURGE,58.902658,214.108807,1.806729,0.912118,0.256538,46.590025
4,40,3,SURGE,52.707131,183.421077,1.753564,0.900299,0.267010,45.360634
4,41,3,SURGE,67.562482,215.153704,1.006075,1.044230,0.224963,26.759237
4,42,3,SURGE,49.789548,202.086933,1.390460,0.866317,0.280985,42.719003
4,43,4,SUSTAINED,83.278628,318.484040,0.567614,0.931778,0.212792,55.216360
4,44,4,SUSTAINED,88.364258,335.629032,1.260833,0.924982,0.319406,51.832494
4,45,4,SUSTAINED,87.889091,283.266860,1.441704,0.983870,0.261808,60.843365
4,46,4,SUSTAINED,80.815407,277.130296,0.942238,0.923117,0.321704,49.266249
5,0,2,ESCALATION,13.979657,51.644716,4.267078,0.293403,0.158881,8.449527
5,1,2,ESCALATION,15.591740,56.670902,2.707789,0.718108,0.081741,11.396704
5,2,2,ESCALATION,14.698741,33.920562,3.073014,0.716769,0.096906,7.409343
5,3,1,RECON,4.541415,10.036029,3.469698,0.322679,0.076380,4.247369
5,4,2,ESCALATION,22.176501,53.656287,2.709251,0.564889,0.102477,8.331187
5,5,3,SURGE,46.018903,138.254992,1.761298,0.872330,0.220196,40.068045
5,6,3,SURGE,61.803639,173.757803,1.990517,1.057919,0.274728,47.789308
5,7,3,SURGE,71.300993,224.563967,1.739339,0.951966,0.195133,45.605785
5,8,4,SUSTAINED,73.643204,339.106952,1.452066,1.024370,0.289133,48.086507
5,9,4,SUSTAINED,80.816250,302.369661,1.540104,0.931936,0.314081,49.068237
5,10,1,RECON,5.006217,14.250933,4.011337,0.281582,0.044597,3.417073
5,11,1,RECON,4.512208,7.512745,3.484634,0.273693,0.036283,3.105366
5,12,1,RECON,7.576888,18.308523,4.229782,0.291120,0.050076,3.375036
5,13,1,RECON,0.996909,15.284146,4.211622,0.369010,0.059462,1.692603
5,14,1,RECON,7.060391,18.920289,4.970126,0.327265,0.038770,2.558253
5,15,1,RECON,5.002680,25.364768,2.239302,0.158232,0.026259,1.709391
5,16,1,RECON,1.985349,13.074210,3.511327,0.545742,0.086035,1.670600
5,17,0,NORMAL,0.850796,2.275609,3.441560,0.050107,0.019151,0.019938
5,18,0,NORMAL,2.148627,9.098629,3.708736,0.033976,0.028547,0.259936
5,19,0,NORMAL,1.989361,3.870838,3.341901,0.118268,0.026130,0.457704
5,20,0,NORMAL,3.007511,7.230038,3.875061,0.196690,0.039605,0.131600
5,21,0,NORMAL,3.484919,4.825157,2.838729,0.075690,0.024202,0.469281
5,22,1,RECON,3.651575,14.438315,3.496392,0.528163,0.055950,2.709407
5,23,1,RECON,4.628087,14.432230,2.078633,0.162199,0.013788,0.200173
5,24,1,RECON,7.649911,17.777819,5.232451,0.341098,0.065651,1.279282
5,25,1,RECON,6.457428,15.116764,4.647632,0.356619,0.039009,1.101785
5,26,1,RECON,5.173011,19.635049,3.565979,0.302659,0.061411,2.494553
5,27,1,RECON,7.553962,12.993543,5.546869,0.246902,0.070897,2.054389
5,28,2,ESCALATION,5.961516,47.426532,1.864370,0.645095,0.160672,5.609267
6,0,0,NORMAL,2.774495,7.884385,4.369824,0.075888,0.029993,0.529224
6,1,0,NORMAL,1.552842,7.851323,3.442251,0.058197,0.026621,0.695075
6,2,0,NORMAL,3.536966,12.348034,3.312528,0.118653,0.013764,0.507007
6,3,0,NORMAL,3.620070,9.091094,3.390985,0.159681,0.000000,0.000000
6,4,0,NORMAL,2.060468,8.751339,2.836802,0.098838,0.040035,0.747260
6,5,0,NORMAL,1.560946,6.816281,2.435401,0.112882,0.028455,0.027314
6,6,1,RECON,2.685071,13.173244,4.242785,0.091560,0.062285,2.603084
6,7,1,RECON,0.038583,13.017907,5.186322,0.022201,0.043050,1.055999
6,8,2,ESCALATION,11.624430,56.059310,3.139276,0.775434,0.091882,9.128133
6,9,2,ESCALATION,20.952068,38.592367,2.463548,0.496663,0.037485,8.686310
6,10,2,ESCALATION,16.464669,26.166537,2.725714,0.611304,0.024880,4.775702
6,11,3,SURGE,62.700954,216.478863,2.243798,0.946855,0.282894,61.685964
6,12,3,SURGE,52.021172,217.111856,1.675596,0.847328,0.198380,58.478755
6,13,1,RECON,3.535429,22.579652,4.112684,0.274712,0.061245,0.966494
6,14,1,RECON,6.443730,27.564774,4.572942,0.262379,0.039858,1.671728
6,15,1,RECON,4.244387,22.581557,2.813433,0.386200,0.042406,2.301558
6,16,3,SURGE,73.286311,249.825398,1.883836,0.748525,0.291456,43.238841
6,17,4,SUSTAINED,79.805621,310.936035,1.366823,0.958863,0.311649,63.841668
6,18,4,SUSTAINED,57.063560,290.476843,1.150605,0.862395,0.303767,62.492547
6,19,2,ESCALATION,16.682005,36.262648,2.396853,0.721609,0.078298,9.386637
6,20,2,ESCALATION,24.311588,59.039787,2.690500,0.586332,0.043607,11.547592
6,21,0,NORMAL,1.795930,6.525033,3.209674,0.134734,0.022559,0.695524
6,22,0,NORMAL,2.513200,6.743454,4.614866,0.021603,0.032609,0.910372
6,23,0,NORMAL,4.229274,10.986471,3.985570,0.101401,0.017828,0.437177
7,0,0,NORMAL,2.181314,5.265669,3.912214,0.146058,0.026547,0.723650
7,1,1,RECON,3.142022,13.659033,2.891629,0.323695,0.048331,1.648010
7,2,3,SURGE,47.526825,244.833626,1.234150,0.936059,0.180466,51.509644
7,3,3,SURGE,62.900404,293.031192,2.106576,0.869343,0.220339,37.395640
7,4,4,SUSTAINED,79.158207,288.142676,1.640154,0.944290,0.391984,55.544455
7,5,4,SUSTAINED,82.858555,328.888817,0.982617,0.907312,0.318388,60.931319
7,6,4,SUSTAINED,69.708853,259.192249,0.771859,0.861619,0.304379,61.750264
7,7,4,SUSTAINED,61.916682,294.277186,1.151160,1.054800,0.241714,52.655934
7,8,3,SURGE,64.499783,222.532523,1.545834,0.932994,0.288880,33.524109
7,9,3,SURGE,46.269970,213.134719,1.571496,0.838371,0.248866,35.019679
7,10,4,SUSTAINED,77.171082,266.880341,1.296839,0.892496,0.328479,47.911126
7,11,4,SUSTAINED,75.003173,339.754402,1.299087,0.939413,0.319949,42.356846
7,12,4,SUSTAINED,95.980113,303.970395,1.220374,0.977406,0.335824,43.015200
7,13,3,SURGE,62.102913,171.404938,2.024810,0.868483,0.153273,29.855889
7,14,3,SURGE,57.658745,192.464635,1.330215,1.007888,0.309926,38.636893
7,15,3,SURGE,66.172816,222.214409,1.623757,0.998148,0.191759,56.070043
7,16,3,SURGE,67.492229,132.506092,1.127894,1.051637,0.236955,46.719381
7,17,3,SURGE,58.950418,254.554013,1.405336,0.721926,0.209838,44.409534
7,18,3,SURGE,44.329417,171.026299,1.267311,0.863453,0.181204,34.973031
7,19,3,SURGE,67.715333,232.364852,1.441676,0.860796,0.256996,33.467399
7,20,4,SUSTAINED,72.478230,280.955605,0.850958,0.958103,0.329189,45.477410
7,21,4,SUSTAINED,78.240514,310.245261,1.196118,0.877320,0.249504,55.176541
7,22,4,SUSTAINED,62.286501,310.371797,1.556887,0.942349,0.322008,50.781586
7,23,4,SUSTAINED,67.032692,229.669701,1.482830,0.900750,0.281779,46.681346
7,24,4,SUSTAINED,78.609298,278.112684,1.313391,0.972627,0.312834,56.431605
7,25,3,SURGE,49.324062,197.802605,1.953076,1.026454,0.178912,37.501156
7,26,3,SURGE,65.080791,207.810521,1.412926,0.861620,0.264411,37.981007
7,27,3,SURGE,60.785987,172.877139,1.712852,1.191424,0.161151,42.592100
7,28,1,RECON,6.154805,18.232787,4.809484,0.417551,0.053848,2.905642
7,29,2,ESCALATION,22.952261,55.625932,3.446706,0.317019,0.066769,8.437815
7,30,1,RECON,5.566137,23.422576,2.787824,0.397382,0.050166,1.836975
7,31,2,ESCALATION,17.515243,13.788382,3.189036,0.276184,0.102138,7.642493
8,0,2,ESCALATION,12.466987,69.093242,3.121778,0.442156,0.090542,3.298469
8,1,3,SURGE,42.401843,230.071859,1.551449,1.138695,0.194993,39.178703
8,2,3,SURGE,71.913896,172.151518,1.589587,0.900200,0.264098,34.410557
8,3,3,SURGE,44.019476,205.404938,1.680008,0.877258,0.169247,47.908255
8,4,3,SURGE,52.739849,188.775982,0.899732,0.797459,0.223109,49.827366
8,5,2,ESCALATION,18.201068,41.925257,2.948769,0.478791,0.134922,6.395566
8,6,3,SURGE,58.447500,144.722039,1.287249,0.775094,0.270511,36.273855
8,7,3,SURGE,42.622854,208.145327,1.048819,0.850660,0.257071,21.397029
8,8,3,SURGE,79.029075,181.862468,1.603923,1.002492,0.241802,35.352318
8,9,3,SURGE,66.409907,195.473264,1.094926,0.912660,0.220816,35.772591
8,10,3,SURGE,46.616176,241.892611,0.940926,0.833730,0.346147,49.018838
8,11,2,ESCALATION,10.297349,42.060915,2.843965,0.505628,0.096365,7.907502
8,12,2,ESCALATION,7.790106,42.252339,3.348774,0.294750,0.092418,5.540738
8,13,2,ESCALATION,13.056834,72.160905,3.103950,0.303230,0.126849,5.676044
8,14,1,RECON,5.627638,15.541263,4.914285,0.222549,0.037621,1.474903
8,15,1,RECON,7.198383,21.143981,5.567955,0.526764,0.029386,2.056335
8,16,1,RECON,3.444788,14.849587,3.354276,0.194811,0.047114,1.026625
8,17,1,RECON,3.164493,32.047845,3.838892,0.307202,0.024093,3.364873
8,18,1,RECON,5.593832,11.265987,4.368534,0.187857,0.079247,2.647356
8,19,1,RECON,0.127249,13.082920,4.750209,0.421288,0.072183,0.726390
8,20,1,RECON,7.031030,9.708322,4.193676,0.327384,0.043985,0.518271
8,21,0,NORMAL,1.672695,7.555783,3.218264,0.077849,0.019603,0.632736
8,22,0,NORMAL,1.590351,8.277062,2.539542,0.123852,0.019994,0.511908
8,23,1,RECON,1.094369,8.130831,4.419043,0.299288,0.053404,1.630298
8,24,3,SURGE,69.326388,219.359292,1.395669,0.689231,0.288462,49.773829
8,25,3,SURGE,51.203576,226.951776,1.844212,1.055882,0.206195,38.188363
8,26,4,SUSTAINED,80.459281,266.480172,1.324385,0.978933,0.303519,56.317510
8,27,4,SUSTAINED,91.826231,272.979234,1.023804,0.950549,0.335158,46.015761
8,28,4,SUSTAINED,63.698172,300.980857,0.864508,0.930772,0.326455,51.150744
8,29,4,SUSTAINED,77.605297,320.163429,1.342538,0.915403,0.293254,61.262460
8,30,3,SURGE,46.030379,226.224722,1.066156,1.041251,0.301205,42.319084
8,31,0,NORMAL,1.790968,10.035572,3.314611,0.111778,0.028719,0.331458
8,32,0,NORMAL,0.805635,4.806582,2.585802,0.136491,0.038089,0.927599
8,33,0,NORMAL,2.724855,12.266319,3.271595,0.105072,0.000000,0.580021
8,34,0,NORMAL,2.199635,3.316391,3.771429,0.151226,0.012168,0.158923
8,35,0,NORMAL,1.733586,6.255218,2.724490,0.122651,0.015500,0.177279
8,36,1,RECON,7.142609,21.014685,4.095979,0.361911,0.026782,2.025896
8,37,2,ESCALATION,12.650817,56.531875,2.331740,0.576473,0.122074,0.000000
8,38,2,ESCALATION,0.000000,40.759265,3.415209,0.452407,0.041353,4.718789
8,39,3,SURGE,40.784955,245.159644,1.477959,0.780760,0.220844,31.862205
8,40,3,SURGE,67.324278,131.233555,1.338563,0.813681,0.314675,29.199207
8,41,4,SUSTAINED,79.733642,265.141968,0.996818,0.909919,0.249015,55.568961
8,42,4,SUSTAINED,62.557070,288.609706,0.659143,0.912392,0.263636,49.772704
8,43,4,SUSTAINED,80.451293,307.361130,0.667081,0.917302,0.308612,48.852827
8,44,4,SUSTAINED,70.378427,291.409016,1.024185,0.958216,0.274380,53.374638
9,0,1,RECON,5.970188,19.191942,4.129109,0.256954,0.065931,1.811333
9,1,1,RECON,5.209380,26.482933,3.127715,0.376986,0.012137,2.173819
9,2,1,RECON,5.977337,18.853125,3.751640,0.303105,0.044959,1.371219
9,3,0,NORMAL,2.198381,5.698349,3.096859,0.031988,0.023907,0.663597
9,4,0,NORMAL,2.965170,8.263603,3.696005,0.115192,0.019085,0.340753
9,5,2,ESCALATION,12.740245,40.011834,3.060406,0.537778,0.043808,11.368035
9,6,0,NORMAL,0.889069,11.566352,3.812838,0.036773,0.037772,0.697639
9,7,0,NORMAL,2.159298,7.915751,3.169850,0.129093,0.024766,0.504404
9,8,2,ESCALATION,15.649649,48.953018,1.999915,0.279228,0.122606,0.194335
9,9,2,ESCALATION,12.609585,69.623699,2.503919,0.598923,0.084123,8.341244
9,10,2,ESCALATION,12.687221,64.948323,2.203781,0.544189,0.136906,9.980112
9,11,3,SURGE,52.365607,144.834030,1.102266,0.966044,0.274896,40.818053
9,12,3,SURGE,67.668673,151.011809,1.963580,1.185744,0.268323,44.664865
9,13,4,SUSTAINED,65.518293,281.918419,0.872131,0.877650,0.368894,56.637175
9,14,4,SUSTAINED,77.527821,294.813868,1.489365,0.948383,0.321228,53.823974
9,15,0,NORMAL,0.593086,2.066753,3.369219,0.102825,0.007139,0.489658
9,16,0,NORMAL,0.000000,5.254626,3.703632,0.119353,0.008463,0.547534
9,17,3,SURGE,67.770730,196.188569,1.312809,0.837066,0.273391,41.560832
9,18,4,SUSTAINED,81.054991,324.562919,1.228378,0.989234,0.334833,50.172840
9,19,2,ESCALATION,22.717464,53.849881,1.771308,0.392927,0.130875,7.160970
9,20,3,SURGE,74.008819,158.108514,1.180739,0.921139,0.269523,43.970744
9,21,3,SURGE,61.985786,219.575358,1.396316,0.906270,0.255377,41.720785
9,22,3,SURGE,65.551457,201.768680,1.176350,0.906767,0.248599,41.545453
9,23,3,SURGE,54.762272,216.891561,1.927385,0.909800,0.366892,36.975686
9,24,4,SUSTAINED,73.609554,289.454258,1.274680,0.992315,0.312764,62.554689
9,25,4,SUSTAINED,77.342652,381.119553,1.318271,0.914026,0.272229,49.343921
10,0,1,RECON,4.872983,21.657462,3.522605,0.192443,0.054486,2.480767
10,1,1,RECON,3.381093,21.387424,3.604911,0.247846,0.031121,3.040927
10,2,1,RECON,6.209987,24.236057,6.450119,0.129077,0.035232,1.507060
10,3,1,RECON,2.844834,16.501735,3.226717,0.333504,0.051034,2.384823
10,4,0,NORMAL,2.603007,6.879773,4.560572,0.111722,0.001375,0.199287
10,5,0,NORMAL,2.017335,7.634584,3.265787,0.200546,0.025490,0.717830
10,6,0,NORMAL,1.000855,8.110416,3.586504,0.007184,0.018197,0.504222
10,7,0,NORMAL,1.186610,6.381394,3.411570,0.104540,0.026048,0.824257
10,8,0,NORMAL,1.543844,9.312967,3.805422,0.078290,0.027904,0.793876
10,9,0,NORMAL,3.778321,5.400752,3.506949,0.100564,0.019019,0.305221
11,0,1,RECON,3.463289,18.429967,3.564765,0.190034,0.054686,2.120737
11,1,1,RECON,9.371728,19.386448,4.588065,0.192244,0.024262,3.266264
11,2,1,RECON,2.912112,17.804505,4.127846,0.209749,0.043901,2.983501
11,3,2,ESCALATION,8.031638,64.138904,3.095378,0.406922,0.036713,5.766130
11,4,0,NORMAL,3.165672,4.890254,3.457740,0.133757,0.000000,0.810136
11,5,0,NORMAL,2.331995,8.740049,4.042293,0.127546,0.000000,0.264566
11,6,0,NORMAL,1.805020,9.432832,3.894683,0.130423,0.017857,0.000000
11,7,1,RECON,5.832736,12.547764,4.705020,0.390839,0.052537,0.000000
11,8,1,RECON,8.772378,15.267311,2.612685,0.423525,0.050267,2.883952
11,9,1,RECON,5.917118,19.815046,4.757991,0.527743,0.069420,0.735729
11,10,1,RECON,7.282962,24.013504,3.858716,0.416494,0.068555,4.058014
11,11,2,ESCALATION,12.462997,45.408214,2.505867,0.366497,0.000000,6.695902
12,0,0,NORMAL,2.013376,11.873087,3.630710,0.141320,0.022792,0.910635
12,1,1,RECON,5.992241,19.831665,3.969372,0.340498,0.094688,1.783682
12,2,1,RECON,7.515558,23.701266,4.209373,0.061661,0.060334,0.224421
